Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Comment
541,KG6TN,443.92500,+,5.00000,Tone,136.5,88.5,023,NN,FM,5,"South San Francisco",
542,K6MVR,443.95000,+,5.00000,Tone,136.5,88.5,023,NN,FM,5,"Vacaville, Mt Vaca",
543,W6YDZ,443.97500,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Arroyo Grande, Lopez Hill",
544,K6SRA,443.97500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Fresno",
545,K6TAZ,443.97500,+,5.00000,Tone,131.8,88.5,023,NN,FM,5,"King City",
546,WW6BAY,443.97500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Oakland",
547,K6SRA,443.97500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Tahoe City",
548,K6CHG,444.00000,+,5.00000,,88.5,88.5,023,NN,Auto,5,"Cazadero",
549,K6TJS,444.00000,+,5.00000,Tone,123.0,123.0,023,NN,FM,5,"Los Banos",
550,K6TJS,444.00000,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Modesto, Mt Oso",
551,KE6PTT,444.00000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Orinda",
552,,444.00000,+,5.00000,Tone,94.8,94.8,023,NN,FM,5,"Santa Cruz",
553,W6WLS,444.00000,+,5.00000,Tone,94.8,94.8,023,NN,FM,5,"Scotts Valley",
554,K6JJC,444.02500,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Georgetown",
555,K6JJC,444.02500,+,5.00000,Tone,136.5,88.5,023,NN,FM,5,"San Jose",
556,K6HLE,444.02500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"San Jose, Loma Prieta",
557,KJ6IFS,444.02500,+,5.00000,Tone,103.5,103.5,023,NN,Auto,5,"Upper Lake",
558,K6HLE,444.03750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"San Jose",
559,NN6J,444.03750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Sonoma, Sonoma Mountain",
560,K6CHG,444.03750,+,5.00000,,88.5,88.5,023,NN,FM,5,"Timber Cove",
561,K6CHG,444.03750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Timber Cove",
562,K6NP,444.05000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Grass Valley",
563,KD6CUC,444.05000,+,5.00000,,88.5,88.5,023,NN,FM,5,"San Jose",
564,WA6EUZ,444.07500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Diamond Springs",
565,WB6ORK,444.07500,+,5.00000,Tone,203.5,88.5,023,NN,FM,5,"King City",
566,WW6BAY,444.07500,+,5.00000,,88.5,88.5,23,NN,DV,5,"Palo Alto, Black Mountain",
567,W6NIF,444.10000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Fresno, Meadow Lakes",
568,KC6WTF,444.10000,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Morgan Hill",
569,N6TLQ,444.10000,+,5.00000,,88.5,88.5,023,NN,FM,5,"San Jose",
570,W6SLO,444.10000,+,5.00000,Tone,127.3,127.3,023,NN,FM,5,"San Luis Obispo, Tassajara Peak",
571,W6SLO,444.10000,+,5.00000,Tone,127.3,127.3,023,NN,FM,5,"San Simeon, Rocky Butte",
572,KH8AF,444.12500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Cohasset",
573,KE3RQ,444.12500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Fairfield",
574,K7FED,444.12500,+,5.00000,Tone,100.0,100.0,023,NN,FM,5,"Livermore",
575,WB6LPZ,444.12500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Los Gatos",
576,W6SEL,444.12500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Vacaville",
577,N6PMF,444.15000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Calistoga",
578,N3EL,444.15000,+,5.00000,Tone,103.5,103.5,023,NN,FM,5,"Newark",
579,KH8AF,444.15000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Red Bluff",
580,N6TKW,444.17500,+,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Calistoga",
581,WA6RQX,444.17500,+,5.00000,Tone,192.8,88.5,023,NN,FM,5,"San Jose",
582,KB6CIO,444.17500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"San Miguel",
583,WA6RQX,444.17500,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Westley",
584,K6BIQ,444.20000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Elk Creek",
585,W6TO,444.20000,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Fresno",
586,W6RGG,444.20000,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"San Leandro",
587,N6GKJ,444.22500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Lodi",
588,KE6JTK,444.22500,+,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Los Altos Hills",
589,NI6B,444.22500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Petaluma",
590,W6PW,444.22500,+,5.00000,DTCS,88.5,88.5,664,NN,Auto,5,"San Francisco , VA Hospital",
591,N6KMR,444.25000,+,5.00000,Tone,100.0,100.0,023,NN,FM,5,"Alturas",
592,WB6ASU,444.25000,+,5.00000,Tone,114.8,88.5,023,NN,FM,5,"Lodi",
593,K6JSI,444.25000,+,5.00000,Tone,100.0,100.0,023,NN,FM,5,"Meadow Lakes",
594,WB6TCS,444.25000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Oakland, Oakland Hills",
595,KG6IBA,444.27500,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Auberry",
596,WA6VPL,444.27500,+,5.00000,,88.5,88.5,023,NN,FM,5,"King City, Williams Hill",
597,WA6VPL,444.27500,+,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Lompoc, Vandenberg AFB",
598,N6SPD,444.27500,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Monterey",
599,KJ6LVV,444.27500,+,5.00000,,88.5,88.5,23,NN,DV,5,"Oroville",
600,N6LDJ,444.27500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Pleasanton",
601,WA6KQB,444.27500,+,5.00000,Tone,82.5,88.5,023,NN,FM,5,"San Pablo",
602,WA6JQV,444.27500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Truckee",
603,N6ICW,444.30000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Dobbins",
604,WB6RNH,444.30000,+,5.00000,Tone,162.2,88.5,023,NN,FM,5,"San Jose",
605,WB6RNH,444.30000,+,5.00000,Tone,173.8,88.5,023,NN,FM,5,"San Jose",
606,AB7BS,444.32500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Redding, Shasta Bally",
607,KD6AOG,444.32500,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"San Jose",
608,WA6TCG,444.32500,+,5.00000,Tone,94.8,88.5,023,NN,FM,5,"Stockton",
609,K6PRN,444.35000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Mt Shasta City",
610,WW6BAY,444.35000,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Palo Alto, Black Mountain",
611,K6DOA,444.35000,+,5.00000,,88.5,88.5,23,NN,DIG,5,"San Luis Obispo",
612,W6BXN,444.35000,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Turlock",
613,K6MXZ,444.37500,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Coarsegold,  Trabuco Mountain",
614,WB6RUT,444.37500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Santa Rosa",
615,WA6RQX,444.37500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Soledad",
616,KE6ADC,444.40000,+,5.00000,Tone,136.5,88.5,023,NN,FM,5,"Chico",
617,KE6YMW,444.40000,+,5.00000,Tone,82.5,88.5,023,NN,FM,5,"Coarsegold",
618,N6GKJ,444.40000,+,5.00000,Tone,114.8,114.8,023,NN,Auto,5,"Copperopolis, Gopher Ridge",
619,WA6YCZ,444.40000,+,5.00000,Tone,100.0,88.5,23,NN,DIG,5,"San Jose, Mt Umunhum",
620,KG6KKV,444.42500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Bakersfield, Cummings Mountain",
621,WW6BAY,444.42500,+,5.00000,Tone,127.3,88.5,023,NN,Auto,5,"Palo Alto, Black Mtn",
622,K6PRN,444.42500,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Sacramento",
623,K6PRN,444.42500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Yreka",
624,N6YJ,444.45000,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Martinez",
625,WB6JSO,444.45000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"San Jose",
626,WA6MSN,444.45000,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Visalia",
627,K6IOK,444.47500,+,5.00000,Tone,94.8,88.5,023,NN,FM,5,"Auburn, Stony Ridge",
628,K6IRC,444.47500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Calistoga",
629,N6AMO,444.47500,+,5.00000,Tone,110.9,88.5,023,NN,FM,5,"Monterey",
630,AB7BS,444.47500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Mt Shasta City, Mt Bradley",
631,W6OTX,444.47500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"San Jose",
632,W6FM,444.47500,+,5.00000,,88.5,88.5,023,NN,FM,5,"San Luis Obispo",
633,K6IOK,444.50000,+,5.00000,,88.5,88.5,23,NN,DV,5,"Auburn ",
634,KF6CCP,444.50000,+,5.00000,Tone,103.5,88.5,023,NN,FM,5,"Chester",
635,WB6NIL,444.50000,+,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Coarsegold",
636,K6MPN,444.50000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Redwood City",
637,K6TRK,444.50000,+,5.00000,Tone,114.8,114.8,023,NN,FM,5,"Stockton, Coronado Tower",
638,W6TCD,444.52500,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Merced",
639,N6GAI,444.52500,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Monterey",
640,K6ZRX,444.52500,+,5.00000,Tone,151.4,151.4,023,NN,FM,5,"Napa",
641,W6JSO,444.52500,+,5.00000,Tone,123.0,123.0,23,NN,P25,5,"Salinas, Laguna Seca",
642,W6FM,444.52500,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"San Luis Obispo, Tassajara Peak",
643,AA6GV,444.52500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Vacaville",
644,W6FM,444.55000,+,5.00000,,88.5,88.5,023,NN,FM,5,"King City",
645,NC6SV,444.55000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Redding, South Fork Mountain",
646,WA6EUZ,444.55000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Sausalito",
647,AF6EQ,444.55000,-,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Sunnyvale",
648,K6QLF,444.57500,+,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Alameda, Alameda Hospital",
649,WA6CAM,444.57500,+,5.00000,Tone,173.8,173.8,023,NN,FM,5,"Mojave",
650,KE6NDG,444.57500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Susanville",
651,WA6EUZ,444.57500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Vacaville,  Mt Vaca",
652,N6NMZ,444.60000,+,5.00000,Tone,192.8,88.5,023,NN,FM,5,"Auburn",
653,W6IY,444.60000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Bishop, Silver Peak",
654,KB6RHD,444.60000,+,5.00000,Tone,141.3,141.3,023,NN,FM,5,"Kingsburg",
655,K6CQX,444.60000,+,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Pacific Grove, Forest Hill",
656,KB6BF,444.60000,+,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Pismo Beach",
657,WB6OQS,444.60000,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"San Jose",
658,KD6NOL,444.62500,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Redding",
659,K6RAK,444.62500,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Sacramento",
660,N6NAC,444.62500,+,5.00000,Tone,110.9,88.5,023,NN,FM,5,"San Jose",
661,KE6CHO,444.65000,+,5.00000,Tone,94.8,94.8,023,NN,FM,5,"Burney, Hatchet Mountain",
662,W6PUE,444.65000,+,5.00000,Tone,94.8,88.5,023,NN,FM,5,"Oakland",
663,KD6LOM,444.65000,+,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Redding",
664,K6KVA,444.65000,+,5.00000,Tone,114.8,114.8,023,NN,FM,5,"Sonora",
665,W6FBW,444.66000,+,5.00000,Tone,123.0,123.0,023,NN,FM,5,"Hanford",
666,KG6FOS,444.67500,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Bakersfield",
667,K6PRN,444.67500,+,5.00000,Tone,156.7,88.5,023,NN,FM,5,"Canby",
668,KJ6RA,444.67500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Mill Valley, Mt Tamalpais",
669,N6GVI,444.70000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"El Cerrito",
670,W6BXN,444.70000,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Mariposa, Mt Bullion",
671,KB6Q,444.70000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Nipomo",
672,K6LY,444.70000,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Pebble Beach, Huckleberry Hill",
673,WB6KHP,444.70000,+,5.00000,Tone,127.3,127.3,023,NN,FM,5,"San Jose, Good Samaritan Hospital",
674,KA6FTY,444.72500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Citrus Heights",
675,K6ARP,444.72500,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Clovis, Mile High",
676,WA6TTL,444.72500,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Mammoth Lakes, Mammoth Lakes",
677,K6GOD,444.72500,+,5.00000,Tone,162.2,162.2,023,NN,FM,5,"Milpitas, Mission Peak",
678,,444.72500,+,5.00000,Tone,103.5,88.5,023,NN,FM,5,"San Francisco",
679,N6TKW,444.72500,+,5.00000,Tone,151.4,151.4,023,NN,FM,5,"Yountville, Mt Veeder",
680,N6SMU,444.75000,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Bakersfield",
681,WA6RQX,444.75000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Eureka, Bunker Hill",
682,K6RTL,444.75000,+,5.00000,Tone,167.9,88.5,023,NN,FM,5,"Grass Valley",
683,N9JIM,444.75000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"San Jose",
684,KD6RC,444.75000,+,5.00000,Tone,82.5,88.5,023,NN,FM,5,"Santa Rosa",
685,WA6RQX,444.75000,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Santa Rosa, Sanel Mountain",
686,WA6RTL,444.75000,+,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Vacaville",
687,W6YOP,444.77500,+,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Oakland",
688,KE6NDG,444.77500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Susanville",
689,W6BXN,444.78750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Mariposa, Mt Bullion",
690,WA6ZFT,444.80000,+,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Bishop",
691,WA6GEL,444.80000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Daly City",
692,WA6GEL,444.80000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Fremont",
693,WA6RQX,444.80000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Laytonville",
694,WA6VPL,444.80000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Lompoc",
695,W6HHD,444.80000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Mariposa",
696,KD6GLT,444.80000,+,5.00000,Tone,110.9,88.5,023,NN,FM,5,"Oakland",
697,WA6GEL,444.80000,+,5.00000,,88.5,88.5,023,NN,FM,5,"San Jose",
698,NV6RN,444.80000,+,5.00000,Tone,156.7,88.5,023,NN,FM,5,"Stockton",
699,KF6QBW,444.82500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Crescent City",
700,N6SGW,444.82500,+,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Dinuba",
701,W6TIQ,444.82500,+,5.00000,,88.5,88.5,023,NN,FM,5,"Kelsey",
702,AB6MF,444.82500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Mt Shasta City",
703,WA6TIP,444.82500,+,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Sebastopol",
704,N6LZR,444.85000,+,5.00000,Tone,103.5,88.5,023,NN,FM,5,"Angels Camp",
705,KB6LED,444.85000,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Hayward",
706,K6KYA,444.85000,+,5.00000,Tone,114.8,88.5,023,NN,FM,5,"San Francisco",
707,W6PUE,444.85000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Vacaville",
708,K6FJ,444.87500,+,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Concord",
709,KE6NDG,444.87500,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Susanville",
710,KU6V,444.90000,+,5.00000,Tone,110.9,88.5,023,NN,FM,5,"San Jose, Santa Cruz Mountains",
711,KC6WRD,444.90000,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"San Luis Obispo",
712,KF6SZA,444.90000,+,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Santa Rosa",
713,AB6MF,444.90000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Yreka",
714,WR6ASF,444.92500,+,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Alleghany",
715,K6RET,444.92500,+,5.00000,Tone,103.5,103.5,023,NN,FM,5,"Bakersfield",
716,AB6LI,444.92500,+,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Grass Valley",
717,KB6LCS,444.92500,+,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Los Gatos",
718,KB6LCS,444.92500,+,5.00000,Tone,136.5,88.5,023,NN,FM,5,"San Francisco",
719,K7WWA,444.92500,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Willits, Laughlin Ridge",
720,KK6DJ,444.93750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"San Luis Obispo",
721,K6JSI,444.95000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Auburn,  Sugar Pine Ridge",
722,N6CVC,444.95000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Hanford",
723,W6JP,444.95000,+,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Nevada City",
724,KB6LED,444.95000,+,5.00000,Tone,162.2,88.5,023,NN,FM,5,"Palo Alto",
725,W6QWN,444.95000,+,5.00000,Tone,110.9,88.5,023,NN,FM,5,"Red Bluff",
726,W6PUE,444.95000,+,5.00000,,88.5,88.5,023,NN,FM,5,"Tahoe City",
727,WB6KHP,444.97500,+,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Los Gatos, Santa Cruz Mountains",
728,W6SLO,444.97500,+,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Los Osos, Clark Valley / Irish Hills",
729,W6BJ,444.97500,+,5.00000,Tone,136.5,88.5,023,NN,FM,5,"Meadow Lakes",
730,K6ME,444.97500,+,5.00000,Tone,91.5,88.5,023,NN,FM,5,"Susanville, Inspiration Point",
731,KC6SOT,444.98750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Sebastopol",
732,KC6SOT,444.98750,+,5.00000,,88.5,88.5,23,NN,DIG,5,"Sebastopol",
733,,444.98750,+,5.00000,Tone,156.7,107.2,023,NN,FM,5,"Tahoma, Spider Lake",
734,WA6HYQ,445.02000,-,5.00000,Tone,123.0,123.0,023,NN,FM,5,"La Mesa",
735,K6HOG,445.04000,-,5.00000,Tone,107.2,88.5,023,NN,FM,5,"Sylmar, Contractors Pt",
736,KM6EON,445.06000,-,5.00000,Tone,186.2,88.5,023,NN,FM,5,"Alhambra, Cal State LA",
737,KB6OZX,445.06000,-,5.00000,Tone,162.2,88.5,023,NN,FM,5,"Riverside",
738,NO6B,445.08000,-,5.00000,Tone,103.5,103.5,023,NN,FM,5,"Diamond Bar",
739,KE6UPI,445.08000,-,5.00000,Tone,82.5,88.5,023,NN,FM,5,"Temecula",
740,KI6DB,445.10000,-,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Aliso Viejo",
741,WB6NIL,445.10000,-,5.00000,Tone,82.5,88.5,023,NN,FM,5,"Chatsworth, Oat Mountain",
742,WW6Y,445.10000,-,5.00000,Tone,179.9,179.9,023,NN,FM,5,"Lake Arrowhead, Heaps Peak",
743,KK6HS,445.12000,-,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Fullerton, Fullerton Hills",
744,W6DXX,445.14000,-,5.00000,,88.5,88.5,023,NN,FM,5,"Yucaipa, Little San Gorgonio Peak",
745,W6CTR,445.16000,-,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Banning, Snow Peak",
746,KJ6QFS,445.18000,-,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Moreno Valley, Reche Peak",
747,W6DHR,445.18000,-,5.00000,Tone,151.4,88.5,023,NN,FM,5,"Saddle Peak",
748,WR6JPL,445.20000,-,5.00000,DTCS,88.5,88.5,365,NN,FM,5,"La Canada, JPL (building)",
749,W6BJB,445.20000,-,5.00000,Tone,127.3,127.3,023,NN,Auto,5,"Oceanside",
750,WR6JPL,445.20000,-,5.00000,Tone,103.5,88.5,023,NN,FM,5,"Pasadena, JPL Mesa",
751,WB6NIL,445.22000,-,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Alhambra",
752,KE6PCV,445.22000,-,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Corona",
753,KC6HUR,445.22000,-,5.00000,Tone,110.9,88.5,023,NN,FM,5,"Sun Valley",
754,WB6VMV,445.24000,-,5.00000,Tone,88.5,88.5,023,NN,FM,5,"El Segundo",
755,KW6WW,445.24000,-,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Wrightwood",
756,K6VGP,445.26000,-,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Verdugo Peak, Verdugo Peak",
757,K6VGP,445.28000,-,5.00000,Tone,127.3,88.5,023,NN,FM,5,"Palos Verdes, San Pedro Hill",
758,WA6IGJ,445.30000,-,5.00000,,88.5,88.5,023,NN,FM,5,"Orange,  UCI Med Ctr",
759,K6RH,445.30000,-,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Palos Verdes",
760,AI6BX,445.30000,-,5.00000,,88.5,88.5,23,NN,DIG,5,"Redlands",
761,W6JW,445.30000,-,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Santa Clarita, Mad Mountain",
762,W6CDF,445.30000,-,5.00000,Tone,100.0,88.5,023,NN,FM,5,"Temecula, Fire Station",
763,WA6MDJ,445.32000,-,5.00000,Tone,88.5,94.8,023,NN,FM,5,"Culver City,  Baldwin Hills",
764,W6LAR,445.34000,-,5.00000,Tone,88.5,88.5,023,NN,FM,5,"Redlands,  Sunset Hills",
765,KC6JAR,445.34000,-,5.00000,Tone,71.9,88.5,023,NN,FM,5,"Sylmar, Contractors Point",
766,K6CCC,445.38000,-,5.00000,Tone,100.0,88.5,23,NN,P25,5,"Glendale, Flint Peak",
767,WA6LSE,445.38000,-,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Moreno Valley, Box Springs",
768,WD6DIH,445.40000,-,5.00000,Tone,110.9,88.5,023,NN,FM,5,"Irvine, Signal Peak",
769,WD6FZA,445.42000,-,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Santa Monica, Saddle Peak",
770,W6UE,445.44000,-,5.00000,Tone,127.3,127.3,023,NN,FM,5,"Pasadena, Mirador Peak",
771,K6LAM,445.46000,-,5.00000,,88.5,88.5,023,NN,FM,5,"Chatsworth Peak",
772,NO6B,445.46000,-,5.00000,,88.5,88.5,023,NN,FM,5,"Lake Arrowhead",
773,K6TEM,445.48000,-,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Arcadia, Santa Anita Ridge",
774,N6ND,445.48000,-,5.00000,Tone,77.0,88.5,023,NN,FM,5,"Palmdale, Hauser Peak",
775,K6TZ,445.48000,-,5.00000,,88.5,88.5,23,NN,Auto,5,"Santa Barbara, La Vigia Hill",
776,N6EX,445.50000,-,5.00000,Tone,85.4,88.5,023,NN,FM,5,"Arcadia, Santa Anita Ridge",
777,K6KBF,445.52000,-,5.00000,Tone,85.4,85.4,023,NN,FM,5,"Buena Park, Knotts Berry Farm",
778,K6BDE,445.52000,-,5.00000,Tone,123.0,88.5,023,NN,FM,5,"Pacific Palisades",
779,WD6ABC,445.54000,-,5.00000,Tone,123.0,123.0,023,NN,Auto,5,"Altadena, Mt. Wilson",
780,K6OPJ,445.56000,-,5.00000,Tone,136.5,88.5,023,NN,Auto,5,"Chino",
781,WD6EBY,445.56000,-,5.00000,Tone,141.3,141.3,023,NN,FM,5,"Ojai, Sulphur Mountain",
782,KI6AZQ,445.56000,-,5.00000,Tone,156.7,156.7,023,NN,Auto,5,"Palomar Mountain, Palomar Observatory",
783,KG6SLC,445.56000,-,5.00000,Tone,110.9,110.9,023,NN,FM,5,"Quartz Hill, water tank",
784,W6KAT,445.56000,-,5.00000,Tone,100.0,100.0,023,NN,Auto,5,"Whittier, Whittier Hills",
785,W6VLD,445.58000,-,5.00000,Tone,94.8,88.5,023,NN,FM,5,"Huntington Beach, Boeing",
786,K6CPP,445.58000,-,5.00000,Tone,156.7,88.5,023,NN,FM,5,"Pomona",
787,K6ERN,445.58000,-,5.00000,Tone,100.0,100.0,023,NN,FM,5,"Simi Valley, Mellow Lane",
788,WD6EBY,445.60000,-,5.00000,Tone,141.3,141.3,023,NN,FM,5,"Camarillo, Camarillo Hills",
789,K6CCR,445.60000,-,5.00000,Tone,131.8,131.8,023,NN,FM,5,"Culver City",
790,N6FQ,445.60000,-,5.00000,Tone,107.2,107.2,023,NN,FM,5,"Fallbrook, Red Mountain",
791,K6LLU,445.60000,-,5.00000,Tone,118.8,88.5,023,NN,FM,5,"Loma Linda, LLUMC",
792,KJ6W,445.60000,-,5.00000,Tone,100.0,100.0,023,NN,FM,5,"Palmdale, Ten-Hi",
793,KB6LJQ,445.60000,-,5.00000,Tone,114.8,88.5,023,NN,FM,5,"Ventura",
794,W6HA,445.62000,-,5.00000,Tone,127.3,88.5,023,NN,FM,5,"El Segundo, Raytheon",
795,W6CDW,445.62000,-,5.00000,Tone,173.8,173.8,023,NN,FM,5,"Lake Elsinore, Elsinore Peak",
796,WA6NVL,445.62000,-,5.00000,,88.5,88.5,23,NN,DIG,5,"Spring Valley, Dictionary Hill",
797,W6TOI,445.64000,-,5.00000,Tone,156.7,88.5,023,NN,FM,5,"Altadena",
798,WD6EBY,445.64000,-,5.00000,Tone,141.3,141.3,023,NN,FM,5,"Carpinteria, Rincon Mtn.",
799,K6NYB,445.64000,-,5.00000,Tone,67.0,88.5,023,NN,FM,5,"Frazier Park",
800,K6IFR,445.64000,-,5.00000,Tone,131.8,88.5,023,NN,FM,5,"Palm Springs, Indio Hills",
801,K6SOA,445.66000,-,5.00000,Tone,110.9,88.5,023,NN,FM,5,"Laguna Beach, Temple Hill",
802,N6DVA,445.66000,-,5.00000,,88.5,88.5,23,NN,DIG,5,"Los Angeles",
803,KB6BZZ,445.68000,-,5.00000,Tone,141.3,88.5,023,NN,FM,5,"Apple Valley",
