Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Comment
206,W6RTF,145.49000,-,0.60000,Tone,100.0,100.0,023,NN,FM,5,"Salinas",
207,NR6P,146.02500,+,0.60000,Tone,107.2,88.5,023,NN,FM,5,"Cactus City",
208,WB6ZTY,146.02500,+,0.60000,Tone,136.5,88.5,023,NN,FM,5,"Glendale, Mt Thom",
209,W6ECS,146.02500,+,0.60000,,88.5,88.5,023,NN,FM,5,"Hesperia",
210,WB6RSK,146.02500,+,0.60000,Tone,103.5,88.5,023,NN,FM,5,"Pomona",
211,K6SOA,146.02500,+,0.60000,Tone,110.9,88.5,023,NN,FM,5,"San Clemente",
212,WB6UBG,146.08500,+,0.60000,Tone,107.2,88.5,023,NN,FM,5,"Anza",
213,K6QM,146.08500,+,0.60000,Tone,100.0,88.5,023,NN,Auto,5,"Chula Vista",
214,KA6AMR,146.08500,+,0.60000,Tone,110.9,88.5,023,NN,FM,5,"Duarte",
215,KF6FM,146.08500,+,0.60000,Tone,141.3,88.5,023,NN,FM,5,"Indian Wells, Bird Spring Pass",
216,WE6R,146.08500,+,0.60000,,88.5,88.5,023,NN,FM,5,"Monterey",
217,KI6AOZ,146.08500,+,0.60000,Tone,114.8,88.5,023,NN,FM,5,"Newark",
218,WB5NVN,146.08500,+,0.60000,Tone,100.0,100.0,023,NN,FM,5,"Portola Valley",
219,KC6UDC,146.08500,+,0.60000,Tone,100.0,88.5,023,NN,FM,5,"Salinas",
220,WD6AXM,146.08500,+,0.60000,Tone,127.3,88.5,023,NN,FM,5,"Sutter, South Butte",
221,WD6AXM,146.08500,+,0.60000,Tone,127.3,88.5,023,NN,FM,5,"Yuba City, Sutter Butte",
222,K6SOA,146.11500,+,0.60000,,88.5,88.5,23,NN,DV,5,"Laguna Beach, Temple Hill",
223,N6TKW,146.11500,+,0.60000,Tone,123.0,88.5,023,NN,FM,5,"Napa",
224,AA6BT,146.11500,+,0.60000,Tone,100.0,88.5,023,NN,FM,5,"San Jose",
225,N6HUH,146.11500,+,0.60000,Tone,100.0,88.5,023,NN,FM,5,"Soulsbyville",
226,W6SUV,146.11500,+,0.60000,Tone,192.8,192.8,023,NN,FM,5,"South Lake Tahoe",
227,K6LNK,146.11500,-,0.60000,Tone,123.0,88.5,023,NN,FM,5,"Stonyford",
228,W6DRT,146.11500,+,0.60000,Tone,123.0,88.5,023,NN,FM,5,"Topanga Canyon",
229,K7GIL,146.11500,+,0.60000,Tone,91.5,88.5,023,NN,FM,5,"Victorville, Fairgrounds",
230,K6CHE,146.14500,+,0.60000,Tone,156.7,88.5,023,NN,FM,5,"Signal Hill, Reservoir Hill",
231,KA6TBF,146.16000,+,0.60000,Tone,107.2,88.5,023,NN,FM,5,"Mission Viejo",
232,W6SS,146.16000,+,0.60000,Tone,107.2,107.2,023,NN,Auto,5,"San Diego",
233,W7JAM,146.16000,+,0.60000,Tone,146.2,88.5,023,NN,FM,5,"Tujunga",
234,N6FQ,146.17500,+,0.60000,Tone,107.2,107.2,023,NN,FM,5,"Fallbrook, Red Mountain",
235,KA6BFB,146.17500,+,0.60000,Tone,100.0,88.5,023,NN,FM,5,"Guadalupe",
236,WA6AV,146.17500,+,0.60000,Tone,97.4,88.5,023,NN,FM,5,"Hesperia",
237,W6KAT,146.17500,+,0.60000,Tone,156.7,156.7,023,NN,Auto,5,"Whittier, Whittier Hills",
238,AA6GV,146.20500,+,0.60000,Tone,88.5,88.5,023,NN,FM,5,"Sonoma",
239,KA6TSA,146.23500,+,0.60000,Tone,127.3,88.5,023,NN,FM,5,"Rancho Palos Verdes",
240,N6VCC,146.23500,+,0.60000,,88.5,146.2,023,NN,FM,5,"Valley Center , Paradise Mtn",
241,K6CF,146.26500,+,0.60000,Tone,136.5,136.5,023,NN,FM,5,"Anaheim Hills",
242,W6SS,146.26500,+,0.60000,Tone,107.2,88.5,023,NN,FM,5,"El Cajon,  Lyons Peak",
243,WA6AQQ,146.26500,+,0.60000,Tone,103.5,88.5,023,NN,FM,5,"Northridge,  Northrop ISD",
244,K6SRM,146.35500,+,0.60000,Tone,100.0,88.5,023,NN,FM,5,"Danville",
245,KN6NA,146.35500,+,0.60000,Tone,123.0,88.5,023,NN,FM,5,"El Cajon",
246,W6YDD,146.35500,+,0.60000,Tone,94.8,88.5,023,NN,FM,5,"Foresthill",
247,WA6OYF,146.35500,+,0.60000,Tone,156.7,156.7,023,NN,FM,5,"Modesto, Memorial Med Ctr",
248,KF6YLB,146.35500,+,0.60000,Tone,71.9,88.5,023,NN,FM,5,"Monterey Park",
249,KE6MON,146.35500,+,0.60000,Tone,123.0,88.5,023,NN,FM,5,"San Jose",
250,AB6IS,146.35500,+,0.60000,Tone,114.8,88.5,023,NN,FM,5,"Stockton",
251,KE6TZG,146.38500,+,0.60000,Tone,146.2,88.5,023,NN,FM,5,"Running Springs, Keller Peak",
252,WA6ZSN,146.38500,+,0.60000,Tone,127.3,88.5,023,NN,FM,5,"Santa Paula, South Mountain",
253,KD6DDM,146.61000,-,0.60000,Tone,103.5,88.5,023,NN,FM,5,"Corona, Sierra Peak",
254,KS6HRP,146.61000,-,0.60000,Tone,136.5,88.5,023,NN,FM,5,"Folsom",
